transaction_id,account_id,timestamp,amount,daily_total_before_txn,daily_limit,tx_count_2min,beneficiary_age_days,is_new_device,is_new_location,failed_login_count_1h,hour_of_day,merchant_risk_score,account_age_days,avg_amount_30d,risk_type,is_fraud,total_after_txn,daily_limit_utilization,amount_to_avg_ratio,daily_limit_breach,large_amount_anomaly,velocity_spike,new_beneficiary_risk,account_takeover_signal,high_merchant_risk,suspicious_hour_activity,failed_login_risk,rule_risk_score,reason_codes,rule_action,rule_action_code,ml_fraud_probability,ml_fraud_score,model_confidence,predicted_fraud,final_risk_score,final_action,final_action_code,final_reason
TXN_002070,ACC_0227,2026-07-01 07:55:23,14541.2,30166.39,500000.0,1,286,0,0,0,7,23,1460,12751.49,NORMAL,0,44707.59,0.08941518,1.1403530097267065,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0115777777777777,1,99,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_002071,ACC_0189,2026-07-01 07:55:25,4015.04,27162.01,200000.0,2,490,0,0,0,7,19,774,3110.23,NORMAL,0,31177.05,0.15588525,1.2909141767650625,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0047070707070707,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002072,ACC_0194,2026-07-01 07:55:26,8658.82,123675.35,200000.0,1,978,0,0,1,7,66,2400,2629.29,BENIGN_HIGH_VALUE,0,132334.17,0.66167085,3.293216039310993,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0898342040484455,9,91,0,5,ALLOW,0,NO_RISK_SIGNAL
TXN_002073,ACC_0108,2026-07-01 07:55:40,16155.47,72710.36,100000.0,1,2,1,0,1,7,60,1194,3389.31,RISKY_BENEFICIARY,1,88865.83,0.8886583,4.766595560748353,0,0,0,1,0,0,0,0,15,NEW_BENEFICIARY_RISK,WARN,1,0.971265003950298,97,97,1,60,BLOCK,2,RULE_WARN|NEW_BENEFICIARY_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_002074,ACC_0176,2026-07-01 07:55:46,10412.52,13530.17,50000.0,8,1486,0,0,0,7,33,1801,8941.85,BENIGN_VELOCITY,0,23942.69,0.4788538,1.164470439562283,0,0,1,0,0,0,0,0,20,VELOCITY_SPIKE,WARN,1,0.1429831542726279,14,86,0,17,WARN,1,RULE_WARN|VELOCITY_SPIKE
TXN_002075,ACC_0124,2026-07-01 07:55:53,3090.51,17071.75,100000.0,2,748,0,0,0,7,23,2142,2335.42,NORMAL,0,20162.26,0.2016226,1.323320858774867,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002076,ACC_0258,2026-07-01 07:56:23,1053.91,4248.81,50000.0,1,994,0,0,0,7,8,462,2302.54,NORMAL,0,5302.72,0.1060544,0.4577162611724444,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002077,ACC_0107,2026-07-01 07:56:28,26415.68,73562.63,200000.0,1,631,0,0,1,7,57,1672,4307.8,BENIGN_HIGH_VALUE,0,99978.31,0.4998915499999999,6.132058127118251,0,1,0,0,0,0,0,0,20,LARGE_AMOUNT_ANOMALY,WARN,1,0.0529914141414141,5,95,0,12,WARN,1,RULE_WARN|LARGE_AMOUNT_ANOMALY
TXN_002078,ACC_0195,2026-07-01 07:56:52,3041.48,8624.41,50000.0,2,476,0,0,0,7,30,246,3340.14,NORMAL,0,11665.89,0.2333178,0.9105845862748267,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002079,ACC_0017,2026-07-01 07:56:52,2218.72,2989.15,50000.0,1,688,0,0,0,7,6,346,1328.75,NORMAL,0,5207.87,0.1041574,1.6697798682972718,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0059873015873015,1,99,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_002080,ACC_0103,2026-07-01 07:57:03,1588.67,6701.42,50000.0,2,44,0,0,1,7,9,48,3175.23,NORMAL,0,8290.09,0.1658018,0.5003322593953824,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0208722832722832,2,98,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_002081,ACC_0000,2026-07-01 07:57:19,24843.25,184457.78,500000.0,1,2,1,0,0,7,91,250,5272.35,RISKY_BENEFICIARY,1,209301.03,0.41860206,4.711988012935408,0,0,0,1,0,1,0,0,25,NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK,BLOCK,2,0.9523875711955,95,95,1,64,BLOCK,2,RULE_BLOCK|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_002082,ACC_0237,2026-07-01 07:57:36,1697.55,5093.25,50000.0,1,789,0,0,0,7,30,1097,1433.9,NORMAL,0,6790.8,0.135816,1.1838691680033475,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002083,ACC_0140,2026-07-01 07:58:18,3505.18,17220.03,50000.0,8,297,0,1,0,7,51,2457,2037.6,VELOCITY_SPIKE,1,20725.21,0.4145042,1.7202493129171574,0,0,1,0,0,0,0,0,20,VELOCITY_SPIKE,WARN,1,0.867553535116375,87,87,1,57,WARN,1,RULE_WARN|VELOCITY_SPIKE|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_002084,ACC_0050,2026-07-01 07:58:50,2774.63,77830.35,200000.0,1,41,0,0,0,7,19,1906,2491.05,NORMAL,0,80604.98000000001,0.4030249000000001,1.1138395455731518,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0821982842321077,8,92,0,4,ALLOW,0,NO_RISK_SIGNAL
TXN_002085,ACC_0297,2026-07-01 07:58:53,378494.96,255742.69,500000.0,1,330,0,0,0,7,60,1114,889.13,HIGH_AMOUNT_RISK,1,634237.65,1.2684753,425.6913612182696,1,1,0,0,0,0,0,0,50,DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY,BLOCK,2,0.9931582972582972,99,99,1,87,BLOCK,2,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_002086,ACC_0080,2026-07-01 07:59:04,1169.51,9283.79,50000.0,2,37,0,0,0,7,19,2352,1375.78,NORMAL,0,10453.3,0.209066,0.8500705054587216,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0221028998778998,2,98,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_002087,ACC_0104,2026-07-01 07:59:08,5574.35,26790.68,200000.0,3,757,0,0,1,7,29,1998,8384.45,NORMAL,0,32365.03,0.16182515,0.6648438478373656,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0008,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002088,ACC_0127,2026-07-01 07:59:12,9645.91,6435.68,50000.0,1,648,0,0,0,7,10,1919,3275.21,NORMAL,0,16081.59,0.3216318,2.945127182684469,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0161493546136403,2,98,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_002089,ACC_0078,2026-07-01 07:59:34,89762.95,32857.98,100000.0,3,268,0,0,0,7,58,1424,14563.56,BENIGN_HIGH_VALUE,0,122620.93,1.2262092999999998,6.16353075758949,1,1,0,0,0,0,0,0,50,DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY,BLOCK,2,0.8909972018177902,89,89,1,81,BLOCK,2,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_002090,ACC_0018,2026-07-01 07:59:39,4431.99,33944.66,100000.0,3,691,0,0,0,7,39,2104,4798.92,NORMAL,0,38376.65,0.3837665,0.9235390462854142,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0005964285714285,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002091,ACC_0093,2026-07-01 08:00:01,4364.46,22576.19,50000.0,2,49,0,1,0,8,69,987,2340.37,SUBTLE_FRAUD,1,26940.65,0.538813,1.864858975290232,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.9730751810057708,97,97,1,53,BLOCK,2,HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_002092,ACC_0171,2026-07-01 08:00:52,3136.82,101223.83,200000.0,6,32,0,0,0,8,51,252,1095.79,VELOCITY_SPIKE,1,104360.65,0.52180325,2.8626105366904246,0,0,1,0,0,0,0,0,20,VELOCITY_SPIKE,WARN,1,0.969828765012139,97,97,1,62,BLOCK,2,RULE_WARN|VELOCITY_SPIKE|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_002093,ACC_0022,2026-07-01 08:00:55,1242.15,7927.23,100000.0,7,307,0,0,1,8,34,480,1580.81,BENIGN_VELOCITY,0,9169.38,0.0916937999999999,0.7857680556170572,0,0,1,0,0,0,0,0,20,VELOCITY_SPIKE,WARN,1,0.0544549645536371,5,95,0,12,WARN,1,RULE_WARN|VELOCITY_SPIKE
TXN_002094,ACC_0078,2026-07-01 08:01:05,14489.45,35689.11,100000.0,1,879,0,0,0,8,41,1424,14563.56,NORMAL,0,50178.56,0.5017855999999999,0.9949112716945584,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0219020533053883,2,98,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_002095,ACC_0077,2026-07-01 08:01:10,4100.19,10419.85,50000.0,2,123,0,0,1,8,11,590,2933.07,NORMAL,0,14520.04,0.2904008,1.3979175403246429,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0128043329449018,1,99,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_002096,ACC_0246,2026-07-01 08:01:13,558626.88,318260.27,500000.0,2,321,0,0,0,8,44,1900,4086.38,HIGH_AMOUNT_RISK,1,876887.15,1.7537743,136.70458449777064,1,1,0,0,0,0,0,0,50,DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY,BLOCK,2,0.9963694463431304,100,100,1,88,BLOCK,2,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_002097,ACC_0203,2026-07-01 08:01:34,13660.06,25382.54,50000.0,6,388,1,0,0,8,30,1758,4521.75,VELOCITY_SPIKE,1,39042.6,0.780852,3.020967545751092,0,0,1,0,0,0,0,0,20,VELOCITY_SPIKE,WARN,1,0.8282842509104444,83,83,1,55,WARN,1,RULE_WARN|VELOCITY_SPIKE|ML_PREDICTED_FRAUD
TXN_002098,ACC_0030,2026-07-01 08:01:52,4326.16,43004.08,100000.0,4,51,0,0,2,8,41,1142,2300.77,SUBTLE_FRAUD,1,47330.240000000005,0.4733024,1.8803096354698643,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.9728310740179804,97,97,1,53,BLOCK,2,HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_002099,ACC_0102,2026-07-01 08:02:08,1121.62,6298.23,100000.0,1,459,0,0,0,8,24,2018,1931.92,NORMAL,0,7419.849999999999,0.0741985,0.5805726945215122,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.001,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002100,ACC_0172,2026-07-01 08:02:15,3610.5,26523.51,200000.0,2,939,0,0,1,8,35,1935,4322.94,NORMAL,0,30134.01,0.15067005,0.8351954919568628,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0030714285714285,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002101,ACC_0073,2026-07-01 08:02:27,2108.99,184802.31,500000.0,1,55,0,0,1,8,33,350,2962.51,NORMAL,0,186911.3,0.3738225999999999,0.7118929556355926,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0476183692124868,5,95,0,3,ALLOW,0,NO_RISK_SIGNAL
TXN_002102,ACC_0021,2026-07-01 08:02:47,75552.81,78002.57,100000.0,2,270,0,0,0,8,64,945,2429.67,HIGH_AMOUNT_RISK,1,153555.38,1.5355538,31.095914259961223,1,1,0,0,0,0,0,0,50,DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY,BLOCK,2,1.0,100,100,1,88,BLOCK,2,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_002103,ACC_0209,2026-07-01 08:03:06,5299.2,155380.28,500000.0,3,252,0,0,0,8,31,1953,3020.83,NORMAL,0,160679.48,0.32135896,1.75421986672537,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0585190345327187,6,94,0,3,ALLOW,0,NO_RISK_SIGNAL
TXN_002104,ACC_0218,2026-07-01 08:03:25,1914.47,20071.78,50000.0,2,854,1,0,0,8,12,1134,1485.54,NORMAL,0,21986.25,0.439725,1.2887367556578753,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0335944634313055,3,97,0,2,ALLOW,0,NO_RISK_SIGNAL
TXN_002105,ACC_0078,2026-07-01 08:03:29,10501.64,5645.92,100000.0,2,30,0,0,0,8,39,1424,14563.56,NORMAL,0,16147.56,0.1614756,0.7210901730071493,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.1776007616146229,18,82,0,10,ALLOW,0,NO_RISK_SIGNAL
TXN_002106,ACC_0123,2026-07-01 08:03:51,3119.99,116200.54,500000.0,7,251,0,0,1,8,46,1193,3120.01,BENIGN_VELOCITY,0,119320.53,0.23864106,0.9999935897641352,0,0,1,0,0,0,0,0,20,VELOCITY_SPIKE,WARN,1,0.2198098652333947,22,78,0,21,WARN,1,RULE_WARN|VELOCITY_SPIKE
TXN_002107,ACC_0055,2026-07-01 08:04:10,50311.92,34816.17,50000.0,3,323,0,1,2,8,64,138,3923.75,HIGH_AMOUNT_RISK,1,85128.09,1.7025618,12.822407136030582,1,1,0,0,0,0,0,0,50,DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY,BLOCK,2,0.9950010695187164,100,100,1,88,BLOCK,2,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_002108,ACC_0276,2026-07-01 08:04:15,843.06,3903.92,50000.0,1,700,0,0,0,8,9,1183,1342.59,NORMAL,0,4746.98,0.0949395999999999,0.6279355573928005,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002109,ACC_0160,2026-07-01 08:04:15,7530.69,24184.75,50000.0,1,40,0,1,2,8,73,2490,3758.99,SUBTLE_FRAUD,1,31715.44,0.6343088,2.00338122740417,0,0,0,0,0,1,0,0,10,HIGH_MERCHANT_RISK,ALLOW,0,0.985408669108669,99,99,1,59,BLOCK,2,HIGH_MERCHANT_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_002110,ACC_0239,2026-07-01 08:04:19,2596.14,63624.33,200000.0,3,490,0,0,0,8,7,1579,3608.25,NORMAL,0,66220.47,0.33110235,0.7195011432134691,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.004,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002111,ACC_0285,2026-07-01 08:04:22,795.37,6367.87,50000.0,1,850,0,0,1,8,39,2346,693.96,NORMAL,0,7163.24,0.1432648,1.1461323419217246,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0071121169259783,1,99,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_002112,ACC_0140,2026-07-01 08:04:47,2865.46,19036.15,50000.0,2,290,0,0,0,8,41,2457,2037.6,NORMAL,0,21901.61,0.4380322,1.406291715744013,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0283036847561041,3,97,0,2,ALLOW,0,NO_RISK_SIGNAL
TXN_002113,ACC_0127,2026-07-01 08:04:57,2306.93,12843.91,50000.0,2,580,0,0,0,8,35,1919,3275.21,NORMAL,0,15150.84,0.3030168,0.7043609417411402,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,4.13265306122449e-05,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002114,ACC_0233,2026-07-01 08:04:59,4005.49,18877.28,50000.0,6,97,0,0,0,8,58,1903,6252.47,BENIGN_VELOCITY,0,22882.77,0.4576553999999999,0.6406252249111151,0,0,1,0,0,0,0,0,20,VELOCITY_SPIKE,WARN,1,0.2588487037081893,26,74,0,22,WARN,1,RULE_WARN|VELOCITY_SPIKE
TXN_002115,ACC_0180,2026-07-01 08:05:35,572.77,41223.71,100000.0,2,120,0,0,1,8,40,2346,1100.63,NORMAL,0,41796.48,0.4179647999999999,0.5204019516095326,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0183426893423409,2,98,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_002116,ACC_0184,2026-07-01 08:05:47,694.28,67746.91,200000.0,2,920,0,0,0,8,30,1254,1532.71,NORMAL,0,68441.19,0.34220595,0.4529754487150211,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0002405932203389,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002117,ACC_0276,2026-07-01 08:06:09,1102.37,15526.84,50000.0,3,946,0,0,0,8,32,1183,1342.59,NORMAL,0,16629.21,0.3325842,0.8210771717352281,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,4.13265306122449e-05,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002118,ACC_0087,2026-07-01 08:06:11,11519.16,13307.75,50000.0,4,1,0,0,1,8,79,801,1581.52,RISKY_BENEFICIARY,1,24826.91,0.4965382,7.283600586777277,0,1,0,1,0,1,0,0,45,LARGE_AMOUNT_ANOMALY|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK,BLOCK,2,0.978046959421727,98,98,1,74,BLOCK,2,RULE_BLOCK|LARGE_AMOUNT_ANOMALY|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_002119,ACC_0269,2026-07-01 08:06:22,6199.72,10693.6,50000.0,1,249,0,0,0,8,31,1489,6332.35,NORMAL,0,16893.32,0.3378664,0.9790551690920432,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0003863865780916,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002120,ACC_0127,2026-07-01 08:06:33,14033.58,26787.65,50000.0,2,2,0,1,0,8,87,1919,3275.21,RISKY_BENEFICIARY,1,40821.23,0.8164246000000001,4.284787845664858,0,0,0,1,0,1,0,0,25,NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK,BLOCK,2,0.9101561805239828,91,91,1,61,BLOCK,2,RULE_BLOCK|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_002121,ACC_0115,2026-07-01 08:06:36,7503.0,28627.51,50000.0,4,0,0,1,1,8,83,1434,1694.79,RISKY_BENEFICIARY,1,36130.51,0.7226101999999999,4.427097162480307,0,0,0,1,0,1,0,0,25,NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK,BLOCK,2,0.9903417958336898,99,99,1,66,BLOCK,2,RULE_BLOCK|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD
TXN_002122,ACC_0034,2026-07-01 08:06:40,1398.49,41979.33,200000.0,1,788,0,0,0,8,22,2223,1875.06,NORMAL,0,43377.82,0.2168891,0.7458374665344043,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002123,ACC_0025,2026-07-01 08:06:58,771.49,6066.88,100000.0,2,35,0,0,0,8,37,1620,1060.1,NORMAL,0,6838.37,0.0683837,0.7277520988585983,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0375295371295371,4,96,0,2,ALLOW,0,NO_RISK_SIGNAL
TXN_002124,ACC_0063,2026-07-01 08:07:05,453.47,42405.6,100000.0,1,702,0,0,0,8,31,2419,987.89,NORMAL,0,42859.07,0.4285907,0.4590288392432356,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.003439979757085,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002125,ACC_0089,2026-07-01 08:07:24,6326.81,4757.9,50000.0,1,135,0,0,0,8,19,2085,2230.94,NORMAL,0,11084.71,0.2216941999999999,2.8359391108680647,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0407508671067494,4,96,0,2,ALLOW,0,NO_RISK_SIGNAL
TXN_002126,ACC_0255,2026-07-01 08:08:10,3045.69,9569.5,50000.0,2,477,0,0,0,8,24,386,1897.76,NORMAL,0,12615.19,0.2523038,1.6048868139279993,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.000169014084507,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002127,ACC_0031,2026-07-01 08:08:22,4712.95,37095.62,100000.0,2,104,0,1,0,8,17,591,3053.75,NORMAL,0,41808.57,0.4180857,1.543331968890708,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0704743036850939,7,93,0,4,ALLOW,0,NO_RISK_SIGNAL
TXN_002128,ACC_0042,2026-07-01 08:08:37,6173.58,9142.79,50000.0,2,487,0,0,1,8,43,1760,8354.97,NORMAL,0,15316.37,0.3063274,0.7389110912426975,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0012093958375429,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002129,ACC_0030,2026-07-01 08:08:39,2793.45,36173.67,100000.0,2,443,0,0,1,8,6,1142,2300.77,NORMAL,0,38967.12,0.3896711999999999,1.2141370063065842,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0033716883116883,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002130,ACC_0104,2026-07-01 08:09:02,4528.28,78221.31,200000.0,1,657,0,0,0,8,32,1998,8384.45,NORMAL,0,82749.59,0.41374795,0.5400807447119369,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,2.5e-05,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002131,ACC_0153,2026-07-01 08:09:23,1306.79,43122.21,200000.0,3,583,1,0,1,8,33,755,854.35,NORMAL,0,44429.0,0.222145,1.529572189383742,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0886684080625257,9,91,0,5,ALLOW,0,NO_RISK_SIGNAL
TXN_002132,ACC_0039,2026-07-01 08:09:24,2778.45,9848.09,50000.0,2,959,0,0,0,8,26,1590,1060.95,NORMAL,0,12626.54,0.2525308,2.6188321787077617,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0188398321553251,2,98,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_002133,ACC_0296,2026-07-01 08:09:36,2927.73,8462.45,50000.0,3,395,0,0,0,8,10,2128,1966.67,NORMAL,0,11390.18,0.2278036,1.4886737480105965,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0024547283702213,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002134,ACC_0261,2026-07-01 08:09:46,781.14,9838.35,100000.0,1,720,0,0,0,8,23,451,1008.8,NORMAL,0,10619.49,0.1061949,0.7743259318001586,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0001355932203389,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002135,ACC_0146,2026-07-01 08:09:49,966.93,44448.04,500000.0,1,211,0,0,0,8,23,115,2118.05,NORMAL,0,45414.97,0.09082994,0.4565189679186043,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0008668235834961,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002136,ACC_0047,2026-07-01 08:09:49,813.42,14505.67,50000.0,1,995,0,0,1,8,24,2236,1336.4,NORMAL,0,15319.09,0.3063818,0.608665070338222,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0007435992578849,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002137,ACC_0101,2026-07-01 08:10:04,1035.31,35252.94,100000.0,1,154,0,0,0,8,24,523,1100.97,NORMAL,0,36288.25,0.3628825,0.9403616810630624,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,6.682358349614987e-05,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002138,ACC_0233,2026-07-01 08:10:09,5917.83,16729.22,50000.0,3,244,0,0,0,8,15,1903,6252.47,NORMAL,0,22647.050000000003,0.452941,0.9464787515973688,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0044285714285714,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002139,ACC_0234,2026-07-01 08:10:12,607.67,10584.04,50000.0,1,890,0,0,0,8,11,1247,814.41,NORMAL,0,11191.71,0.2238342,0.7461475178349971,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0,0,100,0,0,ALLOW,0,NO_RISK_SIGNAL
TXN_002140,ACC_0021,2026-07-01 08:10:27,3108.94,41884.0,100000.0,1,156,0,0,0,8,12,945,2429.67,NORMAL,0,44992.94,0.4499294,1.279572946120255,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.0073071515151515,1,99,0,1,ALLOW,0,NO_RISK_SIGNAL
TXN_002141,ACC_0134,2026-07-01 08:10:43,5784.24,73151.67,200000.0,3,67,0,0,1,8,32,1993,4785.06,NORMAL,0,78935.91,0.39467955,1.2088124286842796,0,0,0,0,0,0,0,0,0,NO_RULE_TRIGGERED,ALLOW,0,0.1767128316128315,18,82,0,10,ALLOW,0,NO_RISK_SIGNAL
