audit_id,transaction_id,timestamp,severity,decision_source,amount,rule_risk_score,ml_fraud_score,model_confidence,final_risk_score,rule_action,final_action,final_reason,risk_type,is_fraud
AUD_TXN_003524,TXN_003524,2026-07-01T14:02:57,HIGH,ML_AND_RULE_ENGINE,34692.14,55,99,99,89,BLOCK,BLOCK,RULE_BLOCK|DAILY_LIMIT_BREACH|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,RISKY_BENEFICIARY,1
AUD_TXN_003525,TXN_003525,2026-07-01T14:03:21,MEDIUM,ML_ENGINE,4490.83,0,75,75,41,ALLOW,WARN,ML_PREDICTED_FRAUD,SUBTLE_FRAUD,1
AUD_TXN_003526,TXN_003526,2026-07-01T14:03:50,HIGH,ML_ENGINE,2017.86,0,91,91,50,ALLOW,BLOCK,HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,SUBTLE_FRAUD,1
AUD_TXN_003527,TXN_003527,2026-07-01T14:04:13,LOW,NO_RISK_ENGINE_TRIGGERED,2921.1,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003528,TXN_003528,2026-07-01T14:04:14,LOW,NO_RISK_ENGINE_TRIGGERED,3393.29,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003529,TXN_003529,2026-07-01T14:04:22,LOW,NO_RISK_ENGINE_TRIGGERED,1114.49,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003530,TXN_003530,2026-07-01T14:04:22,LOW,NO_RISK_ENGINE_TRIGGERED,9749.82,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003531,TXN_003531,2026-07-01T14:04:23,CRITICAL,ML_AND_RULE_ENGINE,37317.7,100,100,100,100,LOCK,LOCK,RULE_LOCK|LARGE_AMOUNT_ANOMALY|VELOCITY_SPIKE|NEW_BENEFICIARY_RISK|ACCOUNT_TAKEOVER_SIGNAL|HIGH_MERCHANT_RISK|FAILED_LOGIN_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD|ATO_SECURITY_OVERRIDE,MIXED_RISK,1
AUD_TXN_003532,TXN_003532,2026-07-01T14:04:33,LOW,NO_RISK_ENGINE_TRIGGERED,2362.98,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003533,TXN_003533,2026-07-01T14:04:51,LOW,NO_RISK_ENGINE_TRIGGERED,1676.97,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003534,TXN_003534,2026-07-01T14:05:00,LOW,NO_RISK_ENGINE_TRIGGERED,1438.98,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003535,TXN_003535,2026-07-01T14:05:18,LOW,NO_RISK_ENGINE_TRIGGERED,8381.37,0,9,91,5,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003536,TXN_003536,2026-07-01T14:05:37,MEDIUM,ML_AND_RULE_ENGINE,3627.23,20,57,57,35,WARN,WARN,RULE_WARN|VELOCITY_SPIKE|ML_PREDICTED_FRAUD,BENIGN_VELOCITY,0
AUD_TXN_003537,TXN_003537,2026-07-01T14:05:55,LOW,NO_RISK_ENGINE_TRIGGERED,1377.72,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003538,TXN_003538,2026-07-01T14:06:30,LOW,NO_RISK_ENGINE_TRIGGERED,2110.79,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003539,TXN_003539,2026-07-01T14:06:48,MEDIUM,RULE_ENGINE,5710.81,20,10,90,14,WARN,WARN,RULE_WARN|VELOCITY_SPIKE,BENIGN_VELOCITY,0
AUD_TXN_003540,TXN_003540,2026-07-01T14:07:02,LOW,NO_RISK_ENGINE_TRIGGERED,2035.02,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003541,TXN_003541,2026-07-01T14:07:04,MEDIUM,RULE_ENGINE,15807.31,20,5,95,12,WARN,WARN,RULE_WARN|LARGE_AMOUNT_ANOMALY,BENIGN_HIGH_VALUE,0
AUD_TXN_003542,TXN_003542,2026-07-01T14:07:07,LOW,NO_RISK_ENGINE_TRIGGERED,506.58,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003543,TXN_003543,2026-07-01T14:07:14,MEDIUM,RULE_ENGINE,1246.47,20,1,99,10,WARN,WARN,RULE_WARN|VELOCITY_SPIKE,BENIGN_VELOCITY,0
AUD_TXN_003544,TXN_003544,2026-07-01T14:07:16,LOW,NO_RISK_ENGINE_TRIGGERED,5307.35,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003545,TXN_003545,2026-07-01T14:07:24,LOW,NO_RISK_ENGINE_TRIGGERED,1596.33,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003546,TXN_003546,2026-07-01T14:07:29,LOW,NO_RISK_ENGINE_TRIGGERED,35829.33,0,8,92,4,ALLOW,ALLOW,NO_RISK_SIGNAL,BENIGN_HIGH_VALUE,0
AUD_TXN_003547,TXN_003547,2026-07-01T14:07:36,LOW,NO_RISK_ENGINE_TRIGGERED,6137.01,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003548,TXN_003548,2026-07-01T14:08:17,LOW,NO_RISK_ENGINE_TRIGGERED,847.64,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003549,TXN_003549,2026-07-01T14:08:39,LOW,NO_RISK_ENGINE_TRIGGERED,2484.89,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003550,TXN_003550,2026-07-01T14:08:46,LOW,NO_RISK_ENGINE_TRIGGERED,8768.08,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003551,TXN_003551,2026-07-01T14:08:49,LOW,NO_RISK_ENGINE_TRIGGERED,2943.15,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003552,TXN_003552,2026-07-01T14:08:50,LOW,NO_RISK_ENGINE_TRIGGERED,2132.55,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003553,TXN_003553,2026-07-01T14:08:57,LOW,NO_RISK_ENGINE_TRIGGERED,8104.82,0,14,86,8,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003554,TXN_003554,2026-07-01T14:09:24,LOW,NO_RISK_ENGINE_TRIGGERED,5356.84,0,2,98,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003555,TXN_003555,2026-07-01T14:10:00,CRITICAL,ML_AND_RULE_ENGINE,35952.31,95,100,100,100,LOCK,LOCK,RULE_LOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|VELOCITY_SPIKE|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,MIXED_RISK,1
AUD_TXN_003556,TXN_003556,2026-07-01T14:10:08,LOW,NO_RISK_ENGINE_TRIGGERED,1762.43,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003557,TXN_003557,2026-07-01T14:10:23,LOW,NO_RISK_ENGINE_TRIGGERED,7880.44,0,2,98,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003558,TXN_003558,2026-07-01T14:10:27,LOW,NO_RISK_ENGINE_TRIGGERED,4999.39,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003559,TXN_003559,2026-07-01T14:10:33,LOW,NO_RISK_ENGINE_TRIGGERED,3814.82,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003560,TXN_003560,2026-07-01T14:11:08,LOW,NO_RISK_ENGINE_TRIGGERED,3602.27,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003561,TXN_003561,2026-07-01T14:11:21,LOW,NO_RISK_ENGINE_TRIGGERED,17289.59,0,23,77,13,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003562,TXN_003562,2026-07-01T14:11:55,HIGH,ML_AND_RULE_ENGINE,169758.17,50,99,99,87,BLOCK,BLOCK,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,HIGH_AMOUNT_RISK,1
AUD_TXN_003563,TXN_003563,2026-07-01T14:12:02,LOW,NO_RISK_ENGINE_TRIGGERED,1485.26,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003564,TXN_003564,2026-07-01T14:12:04,LOW,NO_RISK_ENGINE_TRIGGERED,2318.25,0,2,98,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003565,TXN_003565,2026-07-01T14:12:18,HIGH,ML_AND_RULE_ENGINE,60163.84,50,100,100,88,BLOCK,BLOCK,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,HIGH_AMOUNT_RISK,1
AUD_TXN_003566,TXN_003566,2026-07-01T14:12:19,LOW,NO_RISK_ENGINE_TRIGGERED,1110.09,0,2,98,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003567,TXN_003567,2026-07-01T14:12:34,LOW,NO_RISK_ENGINE_TRIGGERED,5132.47,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003568,TXN_003568,2026-07-01T14:12:39,LOW,NO_RISK_ENGINE_TRIGGERED,658.93,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003569,TXN_003569,2026-07-01T14:13:01,LOW,NO_RISK_ENGINE_TRIGGERED,1232.88,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003570,TXN_003570,2026-07-01T14:13:12,LOW,NO_RISK_ENGINE_TRIGGERED,5984.18,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003571,TXN_003571,2026-07-01T14:13:17,LOW,NO_RISK_ENGINE_TRIGGERED,2984.2,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003572,TXN_003572,2026-07-01T14:13:19,LOW,NO_RISK_ENGINE_TRIGGERED,1465.46,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003573,TXN_003573,2026-07-01T14:13:19,LOW,NO_RISK_ENGINE_TRIGGERED,2562.29,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003574,TXN_003574,2026-07-01T14:13:25,CRITICAL,ML_AND_RULE_ENGINE,29113.4,70,99,99,96,BLOCK,LOCK,RULE_BLOCK|DAILY_LIMIT_BREACH|VELOCITY_SPIKE|HIGH_MERCHANT_RISK|FAILED_LOGIN_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,MIXED_RISK,1
AUD_TXN_003575,TXN_003575,2026-07-01T14:13:43,LOW,NO_RISK_ENGINE_TRIGGERED,5710.94,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003576,TXN_003576,2026-07-01T14:14:13,LOW,NO_RISK_ENGINE_TRIGGERED,3157.49,0,8,92,4,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003577,TXN_003577,2026-07-01T14:14:35,LOW,NO_RISK_ENGINE_TRIGGERED,1136.31,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003578,TXN_003578,2026-07-01T14:14:42,LOW,NO_RISK_ENGINE_TRIGGERED,1569.01,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003579,TXN_003579,2026-07-01T14:14:54,LOW,NO_RISK_ENGINE_TRIGGERED,2003.85,0,2,98,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003580,TXN_003580,2026-07-01T14:15:01,LOW,NO_RISK_ENGINE_TRIGGERED,1021.89,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003581,TXN_003581,2026-07-01T14:15:01,LOW,NO_RISK_ENGINE_TRIGGERED,2388.09,0,5,95,3,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003582,TXN_003582,2026-07-01T14:15:33,MEDIUM,ML_ENGINE,1492.87,0,89,89,49,ALLOW,WARN,HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,SUBTLE_FRAUD,1
AUD_TXN_003583,TXN_003583,2026-07-01T14:15:33,LOW,NO_RISK_ENGINE_TRIGGERED,1361.45,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003584,TXN_003584,2026-07-01T14:16:10,HIGH,ML_ENGINE,5768.75,0,92,92,51,ALLOW,BLOCK,HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,SUBTLE_FRAUD,1
AUD_TXN_003585,TXN_003585,2026-07-01T14:16:15,HIGH,ML_AND_RULE_ENGINE,9925.3,25,99,99,66,BLOCK,BLOCK,RULE_BLOCK|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,RISKY_BENEFICIARY,1
AUD_TXN_003586,TXN_003586,2026-07-01T14:16:26,LOW,NO_RISK_ENGINE_TRIGGERED,4153.71,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003587,TXN_003587,2026-07-01T14:16:28,HIGH,ML_ENGINE,5018.83,0,91,91,50,ALLOW,BLOCK,HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,SUBTLE_FRAUD,1
AUD_TXN_003588,TXN_003588,2026-07-01T14:16:34,MEDIUM,RULE_ENGINE,5260.57,20,2,98,10,WARN,WARN,RULE_WARN|VELOCITY_SPIKE,BENIGN_VELOCITY,0
AUD_TXN_003589,TXN_003589,2026-07-01T14:16:57,LOW,NO_RISK_ENGINE_TRIGGERED,826.24,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003590,TXN_003590,2026-07-01T14:17:20,MEDIUM,RULE_ENGINE,3857.7,20,35,65,26,WARN,WARN,RULE_WARN|VELOCITY_SPIKE,BENIGN_VELOCITY,0
AUD_TXN_003591,TXN_003591,2026-07-01T14:17:41,LOW,NO_RISK_ENGINE_TRIGGERED,1843.71,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003592,TXN_003592,2026-07-01T14:17:45,HIGH,ML_AND_RULE_ENGINE,43199.27,50,100,100,88,BLOCK,BLOCK,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,HIGH_AMOUNT_RISK,1
AUD_TXN_003593,TXN_003593,2026-07-01T14:17:50,LOW,NO_RISK_ENGINE_TRIGGERED,1961.01,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003594,TXN_003594,2026-07-01T14:17:55,LOW,NO_RISK_ENGINE_TRIGGERED,3899.6,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003595,TXN_003595,2026-07-01T14:18:15,LOW,NO_RISK_ENGINE_TRIGGERED,7645.95,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003596,TXN_003596,2026-07-01T14:18:37,LOW,NO_RISK_ENGINE_TRIGGERED,1970.29,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003597,TXN_003597,2026-07-01T14:18:57,LOW,NO_RISK_ENGINE_TRIGGERED,1218.21,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003598,TXN_003598,2026-07-01T14:19:27,HIGH,ML_AND_RULE_ENGINE,88189.24,50,99,99,87,BLOCK,BLOCK,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,HIGH_AMOUNT_RISK,1
AUD_TXN_003599,TXN_003599,2026-07-01T14:19:32,LOW,NO_RISK_ENGINE_TRIGGERED,5689.35,0,11,89,6,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003600,TXN_003600,2026-07-01T14:19:45,CRITICAL,ML_AND_RULE_ENGINE,334528.8,95,100,100,100,LOCK,LOCK,RULE_LOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|VELOCITY_SPIKE|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,MIXED_RISK,1
AUD_TXN_003601,TXN_003601,2026-07-01T14:20:06,LOW,NO_RISK_ENGINE_TRIGGERED,1418.44,0,2,98,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003602,TXN_003602,2026-07-01T14:20:17,MEDIUM,ML_AND_RULE_ENGINE,1205.92,20,53,53,28,WARN,WARN,RULE_WARN|VELOCITY_SPIKE|ML_PREDICTED_FRAUD,BENIGN_VELOCITY,0
AUD_TXN_003603,TXN_003603,2026-07-01T14:20:44,MEDIUM,RULE_ENGINE,3584.06,20,3,97,11,WARN,WARN,RULE_WARN|VELOCITY_SPIKE,BENIGN_VELOCITY,0
AUD_TXN_003604,TXN_003604,2026-07-01T14:20:59,LOW,NO_RISK_ENGINE_TRIGGERED,4709.12,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003605,TXN_003605,2026-07-01T14:21:03,HIGH,ML_AND_RULE_ENGINE,6801.87,20,99,99,63,WARN,BLOCK,RULE_WARN|VELOCITY_SPIKE|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,VELOCITY_SPIKE,1
AUD_TXN_003606,TXN_003606,2026-07-01T14:21:10,LOW,NO_RISK_ENGINE_TRIGGERED,3193.31,0,4,96,2,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003607,TXN_003607,2026-07-01T14:21:10,LOW,NO_RISK_ENGINE_TRIGGERED,5430.86,0,3,97,2,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003608,TXN_003608,2026-07-01T14:21:36,LOW,NO_RISK_ENGINE_TRIGGERED,1654.25,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003609,TXN_003609,2026-07-01T14:21:37,LOW,NO_RISK_ENGINE_TRIGGERED,2469.55,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003610,TXN_003610,2026-07-01T14:21:38,LOW,NO_RISK_ENGINE_TRIGGERED,305.33,0,2,98,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003611,TXN_003611,2026-07-01T14:21:57,LOW,NO_RISK_ENGINE_TRIGGERED,2335.03,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003612,TXN_003612,2026-07-01T14:21:58,LOW,NO_RISK_ENGINE_TRIGGERED,17806.46,0,20,80,11,ALLOW,ALLOW,NO_RISK_SIGNAL,BENIGN_HIGH_VALUE,0
AUD_TXN_003613,TXN_003613,2026-07-01T14:22:00,LOW,NO_RISK_ENGINE_TRIGGERED,2169.69,0,9,91,5,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003614,TXN_003614,2026-07-01T14:22:02,HIGH,ML_AND_RULE_ENGINE,2551.54,20,94,94,61,WARN,BLOCK,RULE_WARN|VELOCITY_SPIKE|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,VELOCITY_SPIKE,1
AUD_TXN_003615,TXN_003615,2026-07-01T14:22:09,LOW,NO_RISK_ENGINE_TRIGGERED,3398.92,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003616,TXN_003616,2026-07-01T14:22:11,LOW,NO_RISK_ENGINE_TRIGGERED,915.7,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003617,TXN_003617,2026-07-01T14:22:12,LOW,NO_RISK_ENGINE_TRIGGERED,7019.09,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003618,TXN_003618,2026-07-01T14:22:18,LOW,NO_RISK_ENGINE_TRIGGERED,1259.2,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003619,TXN_003619,2026-07-01T14:22:28,LOW,NO_RISK_ENGINE_TRIGGERED,4225.1,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003620,TXN_003620,2026-07-01T14:22:51,HIGH,ML_AND_RULE_ENGINE,106556.0,50,100,100,88,BLOCK,BLOCK,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,HIGH_AMOUNT_RISK,1
AUD_TXN_003621,TXN_003621,2026-07-01T14:22:53,LOW,NO_RISK_ENGINE_TRIGGERED,4049.03,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003622,TXN_003622,2026-07-01T14:22:56,LOW,NO_RISK_ENGINE_TRIGGERED,2342.55,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003623,TXN_003623,2026-07-01T14:22:59,LOW,NO_RISK_ENGINE_TRIGGERED,5198.98,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003624,TXN_003624,2026-07-01T14:23:30,LOW,NO_RISK_ENGINE_TRIGGERED,6901.88,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003625,TXN_003625,2026-07-01T14:24:18,HIGH,ML_ENGINE,2192.25,10,99,99,59,ALLOW,BLOCK,HIGH_MERCHANT_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,SUBTLE_FRAUD,1
AUD_TXN_003626,TXN_003626,2026-07-01T14:24:23,LOW,NO_RISK_ENGINE_TRIGGERED,2974.99,0,2,98,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003627,TXN_003627,2026-07-01T14:24:26,HIGH,ML_AND_RULE_ENGINE,14628.45,20,97,97,62,WARN,BLOCK,RULE_WARN|VELOCITY_SPIKE|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,VELOCITY_SPIKE,1
AUD_TXN_003628,TXN_003628,2026-07-01T14:24:33,LOW,NO_RISK_ENGINE_TRIGGERED,1408.92,0,2,98,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003629,TXN_003629,2026-07-01T14:24:36,HIGH,ML_AND_RULE_ENGINE,4994.25,20,98,98,63,WARN,BLOCK,RULE_WARN|VELOCITY_SPIKE|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,VELOCITY_SPIKE,1
AUD_TXN_003630,TXN_003630,2026-07-01T14:24:46,MEDIUM,RULE_ENGINE,26592.86,20,12,88,16,WARN,WARN,RULE_WARN|LARGE_AMOUNT_ANOMALY,BENIGN_HIGH_VALUE,0
AUD_TXN_003631,TXN_003631,2026-07-01T14:25:14,LOW,NO_RISK_ENGINE_TRIGGERED,6313.1,0,4,96,2,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003632,TXN_003632,2026-07-01T14:25:30,LOW,NO_RISK_ENGINE_TRIGGERED,401.4,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003633,TXN_003633,2026-07-01T14:25:30,LOW,NO_RISK_ENGINE_TRIGGERED,6676.54,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003634,TXN_003634,2026-07-01T14:25:33,LOW,NO_RISK_ENGINE_TRIGGERED,4396.72,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003635,TXN_003635,2026-07-01T14:25:44,MEDIUM,RULE_ENGINE,749.13,20,1,99,10,WARN,WARN,RULE_WARN|VELOCITY_SPIKE,BENIGN_VELOCITY,0
AUD_TXN_003636,TXN_003636,2026-07-01T14:25:47,LOW,NO_RISK_ENGINE_TRIGGERED,11428.66,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003637,TXN_003637,2026-07-01T14:25:47,HIGH,ML_AND_RULE_ENGINE,128112.04,50,100,100,88,BLOCK,BLOCK,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,HIGH_AMOUNT_RISK,1
AUD_TXN_003638,TXN_003638,2026-07-01T14:25:54,LOW,NO_RISK_ENGINE_TRIGGERED,1516.08,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003639,TXN_003639,2026-07-01T14:25:55,LOW,NO_RISK_ENGINE_TRIGGERED,4835.08,0,2,98,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003640,TXN_003640,2026-07-01T14:26:01,LOW,NO_RISK_ENGINE_TRIGGERED,3323.65,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003641,TXN_003641,2026-07-01T14:26:10,LOW,NO_RISK_ENGINE_TRIGGERED,6037.28,0,2,98,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003642,TXN_003642,2026-07-01T14:26:17,LOW,NO_RISK_ENGINE_TRIGGERED,1233.58,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_003643,TXN_003643,2026-07-01T14:26:19,LOW,NO_RISK_ENGINE_TRIGGERED,1529.88,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
