transaction_id,daily_limit_breach,velocity_spike,large_amount_anomaly,new_beneficiary_risk,account_takeover_signal,high_merchant_risk,failed_login_risk,rule_risk_score,ml_fraud_score,model_confidence,autoencoder_anomaly_score,isolation_forest_anomaly_score,final_risk_score,final_action_code,final_action
TXN_002809,0,0,0,0,0,0,0,0,9,91,4,45,15,0,ALLOW
TXN_002810,0,0,0,0,0,0,0,0,0,100,1,14,4,0,ALLOW
TXN_002811,0,0,0,0,0,0,0,0,5,95,3,49,14,0,ALLOW
TXN_002812,0,0,0,0,0,0,0,0,96,96,10,67,60,2,BLOCK
TXN_002813,0,0,0,0,0,0,0,0,3,97,2,26,8,0,ALLOW
TXN_002814,0,0,0,0,0,0,0,0,2,98,7,24,7,0,ALLOW
TXN_002815,0,1,0,0,0,0,0,20,17,83,8,33,22,1,WARN
TXN_002816,0,0,0,0,0,0,0,0,1,99,4,58,15,0,ALLOW
TXN_002817,0,0,0,0,0,0,0,0,6,94,7,12,6,0,ALLOW
TXN_002818,0,0,0,1,0,0,0,15,99,99,27,69,66,2,BLOCK
TXN_002819,1,0,1,0,0,0,0,50,100,100,100,78,100,3,LOCK
TXN_002820,0,0,0,0,0,0,0,0,1,99,2,9,3,0,ALLOW
TXN_002821,0,0,0,0,0,0,0,0,0,100,4,11,3,0,ALLOW
TXN_002822,0,0,0,0,0,0,0,0,0,100,1,16,4,0,ALLOW
TXN_002823,0,0,0,0,0,0,0,0,4,96,8,14,5,0,ALLOW
TXN_002824,0,0,0,0,0,0,0,0,0,100,3,35,9,0,ALLOW
TXN_002825,0,0,1,1,0,0,0,35,95,95,14,77,72,2,BLOCK
TXN_002826,0,0,0,0,0,0,0,0,0,100,7,28,7,0,ALLOW
TXN_002827,0,0,0,0,0,0,0,0,0,100,3,10,2,0,ALLOW
TXN_002828,0,0,0,0,0,0,0,0,0,100,5,16,4,0,ALLOW
TXN_002829,0,0,0,0,0,0,0,0,1,99,9,24,6,0,ALLOW
TXN_002830,0,0,0,0,0,0,0,0,0,100,1,6,2,0,ALLOW
TXN_002831,0,0,0,0,0,0,0,0,0,100,8,11,3,0,ALLOW
TXN_002832,0,0,0,0,0,0,0,0,0,100,2,6,2,0,ALLOW
TXN_002833,0,0,0,0,0,0,0,0,3,97,6,42,12,0,ALLOW
TXN_002834,0,1,0,0,0,0,0,20,97,97,45,63,65,2,BLOCK
TXN_002835,0,0,0,0,0,0,0,0,5,95,5,48,14,0,ALLOW
TXN_002836,0,0,0,0,0,0,0,0,1,99,3,4,1,0,ALLOW
TXN_002837,0,0,0,0,0,0,0,0,6,94,5,32,11,0,ALLOW
TXN_002838,0,0,0,0,0,0,0,0,0,100,1,10,2,0,ALLOW
TXN_002839,1,1,1,0,1,1,1,100,100,100,100,100,100,3,LOCK
TXN_002840,0,0,0,0,0,0,0,0,1,99,4,21,6,0,ALLOW
TXN_002841,0,0,0,0,0,0,0,0,0,100,2,4,1,0,ALLOW
TXN_002842,0,0,0,0,0,0,0,0,0,100,5,22,6,0,ALLOW
TXN_002843,0,0,0,0,0,0,0,0,0,100,3,11,3,0,ALLOW
TXN_002844,0,0,0,0,0,0,0,0,1,99,4,23,6,0,ALLOW
TXN_002845,0,0,0,0,0,0,0,0,0,100,3,17,4,0,ALLOW
TXN_002846,0,1,0,0,0,0,0,20,12,88,9,29,19,1,WARN
TXN_002847,0,0,0,0,0,0,0,0,0,100,3,23,6,0,ALLOW
TXN_002848,1,1,1,1,1,0,1,100,100,100,100,100,100,3,LOCK
TXN_002849,0,1,0,0,0,0,0,20,21,79,8,31,23,1,WARN
TXN_002850,0,0,0,0,0,0,0,0,3,97,9,30,9,0,ALLOW
TXN_002851,1,1,1,0,1,1,1,100,100,100,100,100,100,3,LOCK
TXN_002852,0,0,0,0,0,0,0,0,0,100,3,7,2,0,ALLOW
TXN_002853,0,0,0,1,0,1,1,35,99,99,23,66,72,2,BLOCK
TXN_002854,0,0,0,0,0,0,0,0,0,100,4,6,2,0,ALLOW
TXN_002855,0,0,0,0,0,0,0,0,0,100,3,9,2,0,ALLOW
TXN_002856,0,0,0,0,0,0,0,0,8,92,7,58,18,0,ALLOW
TXN_002857,0,0,0,0,0,0,0,0,0,100,4,13,3,0,ALLOW
TXN_002858,0,0,0,0,0,0,0,0,66,66,5,40,32,1,WARN
TXN_002859,0,0,0,0,0,0,0,0,0,100,4,8,2,0,ALLOW
TXN_002860,0,0,0,0,0,0,0,0,0,100,1,7,2,0,ALLOW
TXN_002861,0,0,0,0,0,0,0,0,0,100,2,4,1,0,ALLOW
TXN_002862,0,0,0,0,0,0,0,0,0,100,2,9,2,0,ALLOW
TXN_002863,0,1,0,0,0,0,0,20,78,78,14,26,48,1,WARN
TXN_002864,0,0,0,0,0,0,0,0,1,99,9,15,4,0,ALLOW
TXN_002865,0,0,0,0,0,0,0,0,2,98,2,39,11,0,ALLOW
TXN_002866,0,0,0,0,0,0,0,0,0,100,10,31,8,0,ALLOW
TXN_002867,0,0,0,0,0,0,0,0,0,100,11,26,6,0,ALLOW
TXN_002868,0,0,0,0,0,1,0,10,96,96,28,61,61,2,BLOCK
TXN_002869,0,0,0,0,0,0,0,0,0,100,6,11,3,0,ALLOW
TXN_002870,0,0,0,0,0,0,0,0,0,100,1,24,6,0,ALLOW
TXN_002871,0,0,0,0,0,0,0,0,0,100,5,25,6,0,ALLOW
TXN_002872,1,0,1,0,0,0,0,50,100,100,100,93,100,3,LOCK
TXN_002873,0,0,0,0,0,0,0,0,1,99,2,45,12,0,ALLOW
TXN_002874,0,0,0,0,0,0,0,0,0,100,3,12,3,0,ALLOW
TXN_002875,0,0,0,0,0,0,0,0,2,98,2,10,3,0,ALLOW
TXN_002876,0,0,0,0,0,0,0,0,0,100,2,7,2,0,ALLOW
TXN_002877,0,0,0,0,0,0,0,0,12,88,6,34,14,0,ALLOW
TXN_002878,0,0,0,0,0,0,0,0,4,96,7,24,8,0,ALLOW
TXN_002879,0,0,0,0,0,0,0,0,1,99,7,17,5,0,ALLOW
TXN_002880,0,0,0,0,0,0,0,0,0,100,2,14,4,0,ALLOW
TXN_002881,0,0,0,0,0,0,0,0,1,99,3,41,11,0,ALLOW
TXN_002882,0,0,0,0,0,0,0,0,0,100,3,28,7,0,ALLOW
TXN_002883,0,0,0,0,0,0,0,0,0,100,5,15,4,0,ALLOW
TXN_002884,0,0,0,0,0,0,0,0,0,100,1,7,2,0,ALLOW
TXN_002885,0,0,0,0,0,0,0,0,0,100,4,8,2,0,ALLOW
TXN_002886,0,0,0,0,0,0,0,0,5,95,15,84,23,1,WARN
TXN_002887,0,0,0,0,0,0,0,0,0,100,2,5,1,0,ALLOW
TXN_002888,0,0,0,0,0,0,0,0,1,99,5,13,4,0,ALLOW
TXN_002889,0,0,0,0,0,0,0,0,0,100,14,28,7,0,ALLOW
TXN_002890,0,0,0,0,0,0,0,0,9,91,5,25,10,0,ALLOW
TXN_002891,0,0,1,1,0,1,1,55,99,99,42,55,75,2,BLOCK
TXN_002892,1,0,1,1,0,1,1,85,100,100,100,97,100,3,LOCK
TXN_002893,0,0,0,0,0,0,0,0,0,100,7,11,3,0,ALLOW
TXN_002894,0,0,0,0,0,0,0,0,1,99,10,19,5,0,ALLOW
TXN_002895,1,0,1,0,0,0,0,50,100,100,100,83,100,3,LOCK
TXN_002896,0,0,0,0,0,0,0,0,9,91,4,17,8,0,ALLOW
TXN_002897,0,0,0,0,0,0,0,0,0,100,5,36,9,0,ALLOW
TXN_002898,0,0,0,0,0,0,0,0,0,100,8,15,4,0,ALLOW
TXN_002899,0,0,0,0,0,0,0,0,7,93,9,40,13,0,ALLOW
TXN_002900,0,0,0,0,0,0,0,0,2,98,4,18,5,0,ALLOW
TXN_002901,0,0,0,0,0,0,0,0,4,96,5,42,12,0,ALLOW
TXN_002902,0,0,0,0,0,0,0,0,2,98,3,7,3,0,ALLOW
TXN_002903,0,0,0,0,0,0,0,0,0,100,5,7,2,0,ALLOW
TXN_002904,0,0,0,0,0,0,0,0,2,98,5,16,5,0,ALLOW
TXN_002905,0,0,0,0,0,0,0,0,0,100,4,11,3,0,ALLOW
TXN_002906,1,0,1,0,0,0,0,50,100,100,100,95,100,3,LOCK
TXN_002907,0,0,0,0,0,0,0,0,1,99,7,9,3,0,ALLOW
TXN_002908,0,0,0,0,0,0,0,0,0,100,4,6,2,0,ALLOW
TXN_002909,0,0,0,0,0,0,0,0,0,100,6,7,2,0,ALLOW
TXN_002910,0,1,0,0,0,0,0,20,86,86,100,63,78,3,LOCK
TXN_002911,0,0,0,0,0,0,0,0,0,100,0,13,3,0,ALLOW
TXN_002912,0,0,0,0,0,0,0,0,0,100,5,6,2,0,ALLOW
TXN_002913,0,0,0,0,0,0,0,0,19,81,9,17,13,0,ALLOW
TXN_002914,0,0,0,0,0,0,0,0,0,100,3,6,2,0,ALLOW
TXN_002915,0,0,0,0,0,0,0,0,0,100,5,5,1,0,ALLOW
TXN_002916,0,0,0,0,0,0,0,0,3,97,5,25,8,0,ALLOW
TXN_002917,0,0,0,0,0,0,0,0,0,100,32,41,10,0,ALLOW
TXN_002918,0,0,0,0,0,0,0,0,0,100,2,19,5,0,ALLOW
TXN_002919,0,0,1,0,0,0,0,20,10,90,9,45,22,1,WARN
TXN_002920,0,0,0,0,0,0,0,0,0,100,7,16,4,0,ALLOW
TXN_002921,0,0,0,0,0,0,0,0,0,100,5,17,4,0,ALLOW
TXN_002922,0,0,1,0,0,0,0,20,59,59,33,78,49,1,WARN
TXN_002923,0,0,1,0,0,0,0,20,3,97,12,85,29,1,WARN
TXN_002924,0,0,0,0,0,0,0,0,1,99,23,37,10,0,ALLOW
TXN_002925,0,0,0,0,0,0,0,0,4,96,17,80,22,1,WARN
TXN_002926,0,0,0,0,0,0,0,0,18,82,7,17,12,0,ALLOW
TXN_002927,0,0,0,0,0,0,0,0,0,100,7,10,2,0,ALLOW
TXN_002928,0,0,0,0,0,0,0,0,0,100,3,14,4,0,ALLOW
TXN_002929,0,0,0,0,0,0,0,0,0,100,8,19,5,0,ALLOW
TXN_002930,0,0,0,0,0,0,0,0,0,100,7,21,5,0,ALLOW
TXN_002931,0,0,0,0,0,0,0,0,0,100,3,20,5,0,ALLOW
TXN_002932,0,0,0,0,0,0,0,0,0,100,3,11,3,0,ALLOW
TXN_002933,0,1,0,0,0,0,0,20,91,91,36,70,64,2,BLOCK
TXN_002934,0,0,0,0,0,0,0,0,0,100,4,15,4,0,ALLOW
TXN_002935,0,0,0,0,0,0,0,0,1,99,4,10,3,0,ALLOW
TXN_002936,1,0,1,0,0,0,0,50,100,100,100,92,100,3,LOCK
TXN_002937,0,0,0,0,0,0,0,0,0,100,5,9,2,0,ALLOW
TXN_002938,0,0,0,0,0,0,0,0,0,100,6,24,6,0,ALLOW
TXN_002939,1,0,1,1,1,0,1,100,100,100,100,100,100,3,LOCK
TXN_002940,0,0,0,0,0,0,0,0,2,98,4,40,11,0,ALLOW
TXN_002941,0,0,0,0,0,0,0,0,1,99,5,41,11,0,ALLOW
TXN_002942,0,0,0,0,0,0,0,0,83,83,20,50,50,1,WARN
TXN_002943,0,0,0,0,0,0,0,0,1,99,2,15,4,0,ALLOW
TXN_002944,0,0,0,0,0,0,0,0,0,100,1,4,1,0,ALLOW
TXN_002945,0,0,0,0,0,0,0,0,0,100,7,14,4,0,ALLOW
TXN_002946,0,0,0,0,0,0,0,0,0,100,3,11,3,0,ALLOW
TXN_002947,0,0,0,0,0,0,0,0,2,98,3,22,6,0,ALLOW
TXN_002948,0,0,0,0,0,0,0,0,0,100,0,8,2,0,ALLOW
TXN_002949,0,0,0,0,0,0,0,0,0,100,6,9,2,0,ALLOW
TXN_002950,1,0,1,0,0,0,0,50,100,100,100,92,100,3,LOCK
TXN_002951,0,0,0,0,0,0,0,0,0,100,2,11,3,0,ALLOW
TXN_002952,0,1,0,0,0,0,0,20,97,97,100,81,83,3,LOCK
TXN_002953,0,0,0,0,0,0,0,0,0,100,1,4,1,0,ALLOW
TXN_002954,0,0,0,0,0,0,0,0,0,100,2,7,2,0,ALLOW
TXN_002955,0,0,0,0,0,0,0,0,0,100,5,9,2,0,ALLOW
TXN_002956,0,0,0,0,0,0,0,0,0,100,4,17,4,0,ALLOW
TXN_002957,0,0,0,0,0,0,0,0,2,98,7,70,18,0,ALLOW
TXN_002958,0,0,0,0,0,0,0,0,0,100,3,16,4,0,ALLOW
TXN_002959,0,0,0,0,0,0,0,0,1,99,5,8,2,0,ALLOW
TXN_002960,0,0,0,0,0,0,0,0,0,100,7,17,4,0,ALLOW
TXN_002961,0,0,0,0,0,0,0,0,10,90,7,61,20,0,ALLOW
TXN_002962,0,0,0,0,0,0,0,0,28,72,8,59,26,0,ALLOW
TXN_002963,0,0,0,0,0,0,0,0,0,100,5,25,6,0,ALLOW
TXN_002964,0,0,0,0,0,0,0,0,1,99,5,31,8,0,ALLOW
TXN_002965,0,0,0,0,0,0,0,0,0,100,8,19,5,0,ALLOW
TXN_002966,0,0,0,0,0,0,0,0,3,97,10,45,13,0,ALLOW
TXN_002967,0,0,0,0,0,0,0,0,4,96,5,31,10,0,ALLOW
TXN_002968,0,0,0,0,0,0,0,0,2,98,3,20,6,0,ALLOW
TXN_002969,0,0,1,1,0,1,0,45,99,99,17,91,86,2,BLOCK
TXN_002970,1,0,1,0,0,0,0,50,100,100,100,85,100,3,LOCK
TXN_002971,1,1,1,1,0,1,0,95,100,100,74,100,100,3,LOCK
TXN_002972,1,0,1,1,0,1,0,75,100,100,26,97,100,3,LOCK
TXN_002973,0,0,0,0,0,0,0,0,0,100,5,12,3,0,ALLOW
TXN_002974,0,0,0,0,0,0,0,0,0,100,3,14,4,0,ALLOW
TXN_002975,1,0,1,0,0,0,0,50,98,98,100,81,100,3,LOCK
TXN_002976,0,0,0,0,0,0,0,0,0,100,5,26,6,0,ALLOW
TXN_002977,0,0,0,0,0,0,0,0,1,99,3,5,2,0,ALLOW
TXN_002978,1,0,1,0,0,0,0,50,100,100,100,98,100,3,LOCK
TXN_002979,0,0,0,0,0,0,0,0,33,67,11,50,25,0,ALLOW
TXN_002980,1,0,1,0,0,0,0,50,99,99,82,89,97,3,LOCK
TXN_002981,0,0,0,0,0,0,0,0,0,100,2,7,2,0,ALLOW
TXN_002982,0,0,0,0,0,0,0,0,0,100,1,0,0,0,ALLOW
TXN_002983,0,0,0,0,0,0,0,0,0,100,2,3,1,0,ALLOW
TXN_002984,0,0,1,1,0,0,0,35,100,100,36,84,76,2,BLOCK
TXN_002985,0,0,0,0,0,0,0,0,7,93,10,46,15,0,ALLOW
TXN_002986,1,1,1,1,1,1,1,100,100,100,100,100,100,3,LOCK
TXN_002987,0,0,0,0,0,0,0,0,0,100,3,12,3,0,ALLOW
TXN_002988,0,0,1,1,0,1,1,55,99,99,44,59,76,2,BLOCK
TXN_002989,0,0,0,0,0,0,0,0,0,100,4,16,4,0,ALLOW
TXN_002990,0,0,1,0,0,0,0,20,4,96,14,77,27,1,WARN
TXN_002991,0,0,0,0,0,0,0,0,0,100,4,14,4,0,ALLOW
TXN_002992,0,0,0,0,0,0,0,0,0,100,6,19,5,0,ALLOW
TXN_002993,0,0,0,0,0,0,0,0,0,100,8,13,3,0,ALLOW
TXN_002994,0,0,0,0,0,0,0,0,1,99,7,50,13,0,ALLOW
TXN_002995,0,0,0,0,0,0,0,0,11,89,3,22,10,0,ALLOW
TXN_002996,0,0,0,0,0,0,0,0,0,100,1,23,6,0,ALLOW
TXN_002997,0,0,0,0,0,0,0,0,0,100,7,46,12,0,ALLOW
TXN_002998,0,0,0,0,0,0,0,0,93,93,15,68,59,2,BLOCK
TXN_002999,0,0,0,0,0,0,0,0,0,100,10,35,9,0,ALLOW
TXN_003000,1,0,1,0,0,0,0,50,100,100,100,83,100,3,LOCK
TXN_003001,0,0,0,0,0,0,0,0,0,100,3,40,10,0,ALLOW
TXN_003002,0,0,0,0,0,0,0,0,4,96,5,12,5,0,ALLOW
TXN_003003,0,1,0,0,0,0,0,20,7,93,3,46,21,1,WARN
TXN_003004,0,0,0,0,0,0,0,0,0,100,6,11,3,0,ALLOW
TXN_003005,0,0,0,0,0,0,0,0,3,97,7,18,6,0,ALLOW
TXN_003006,0,0,0,0,0,0,0,0,2,98,11,51,14,0,ALLOW
TXN_003007,0,0,0,0,0,0,0,0,5,95,3,35,11,0,ALLOW
TXN_003008,0,0,0,0,0,0,0,0,0,100,9,29,7,0,ALLOW
TXN_003009,0,0,0,0,0,0,0,0,0,100,1,15,4,0,ALLOW
TXN_003010,0,0,0,0,0,0,0,0,0,100,2,38,10,0,ALLOW
TXN_003011,0,0,0,0,0,0,0,0,3,97,4,51,14,0,ALLOW
TXN_003012,0,0,0,0,0,0,0,0,0,100,1,12,3,0,ALLOW
TXN_003013,0,0,0,0,0,0,0,0,1,99,7,37,10,0,ALLOW
TXN_003014,0,1,0,0,0,0,0,20,99,99,62,61,66,2,BLOCK
TXN_003015,0,0,0,0,0,0,0,0,1,99,14,22,6,0,ALLOW
TXN_003016,1,0,1,0,0,0,0,50,77,77,40,84,81,2,BLOCK
TXN_003017,0,0,0,0,0,0,0,0,0,100,6,14,4,0,ALLOW
TXN_003018,0,0,0,0,0,0,0,0,0,100,4,35,9,0,ALLOW
TXN_003019,0,0,0,0,0,0,0,0,0,100,4,8,2,0,ALLOW
TXN_003020,0,0,0,0,0,0,0,0,43,57,8,41,25,1,WARN
TXN_003021,0,1,0,0,0,0,0,20,92,92,31,42,58,2,BLOCK
TXN_003022,0,0,0,0,0,0,0,0,0,100,4,5,1,0,ALLOW
TXN_003023,0,0,0,0,0,0,0,0,12,88,7,30,13,0,ALLOW
TXN_003024,0,0,0,0,0,0,0,0,1,99,1,52,13,0,ALLOW
TXN_003025,0,0,0,0,0,0,0,0,4,96,3,25,8,0,ALLOW
TXN_003026,0,0,1,1,0,1,0,45,96,96,16,75,75,2,BLOCK
TXN_003027,0,0,0,0,0,0,0,0,0,100,2,15,4,0,ALLOW
TXN_003028,0,0,0,0,0,0,0,0,0,100,4,10,2,0,ALLOW
TXN_003029,0,0,0,0,0,0,0,0,0,100,1,3,1,0,ALLOW
TXN_003030,0,1,0,0,0,0,0,20,3,97,2,24,13,1,WARN
TXN_003031,0,0,0,0,0,0,0,0,0,100,6,19,5,0,ALLOW
TXN_003032,0,0,0,0,0,0,0,0,0,100,4,6,2,0,ALLOW
TXN_003033,0,0,0,0,0,0,0,0,1,99,5,21,6,0,ALLOW
TXN_003034,0,0,0,0,0,0,0,0,1,99,2,36,9,0,ALLOW
TXN_003035,0,0,0,0,0,0,0,0,1,99,4,15,4,0,ALLOW
TXN_003036,0,0,0,0,0,0,0,0,2,98,5,62,16,0,ALLOW
TXN_003037,1,1,1,1,0,1,1,100,100,100,100,100,100,3,LOCK
TXN_003038,0,0,0,0,0,0,0,0,98,98,19,34,53,2,BLOCK
TXN_003039,0,0,0,0,0,0,0,0,0,100,1,5,1,0,ALLOW
TXN_003040,0,0,0,0,0,0,0,0,0,100,5,4,1,0,ALLOW
TXN_003041,0,0,0,0,0,0,0,0,0,100,3,21,5,0,ALLOW
TXN_003042,0,0,0,0,0,0,0,0,4,96,7,64,18,0,ALLOW
TXN_003043,0,0,0,0,0,0,0,0,1,99,5,29,8,0,ALLOW
TXN_003044,0,0,0,1,0,1,0,25,99,99,27,52,65,2,BLOCK
TXN_003045,0,0,0,0,0,0,0,0,0,100,2,17,4,0,ALLOW
TXN_003046,0,0,0,0,0,0,0,0,0,100,4,31,8,0,ALLOW
TXN_003047,0,0,0,0,0,0,0,0,37,63,1,66,31,0,ALLOW
TXN_003048,0,0,0,0,0,0,0,0,27,73,8,28,16,0,ALLOW
TXN_003049,0,0,0,0,0,0,0,0,4,96,6,14,5,0,ALLOW
TXN_003050,0,0,0,0,0,0,0,0,1,99,7,66,17,0,ALLOW
TXN_003051,0,0,0,0,0,0,0,0,21,79,6,17,14,0,ALLOW
TXN_003052,0,0,0,1,0,1,0,25,94,94,35,83,71,2,BLOCK
TXN_003053,0,0,0,0,0,0,0,0,1,99,3,45,12,0,ALLOW
TXN_003054,0,1,0,0,0,0,0,20,35,65,3,33,28,1,WARN
TXN_003055,0,0,0,0,0,0,0,0,0,100,2,36,9,0,ALLOW
TXN_003056,0,0,0,0,0,0,0,0,0,100,18,34,8,0,ALLOW
TXN_003057,0,0,0,0,0,0,0,0,0,100,3,10,2,0,ALLOW
TXN_003058,0,0,0,0,0,0,0,0,1,99,3,12,3,0,ALLOW
TXN_003059,0,0,0,0,0,0,0,0,28,72,5,71,30,0,ALLOW
TXN_003060,1,0,1,1,0,1,0,75,100,100,32,80,98,3,LOCK
TXN_003061,0,1,0,0,0,0,0,20,1,99,5,20,11,1,WARN
TXN_003062,0,0,0,0,0,0,0,0,6,94,5,58,17,0,ALLOW
TXN_003063,0,0,0,0,0,0,0,0,2,98,7,16,5,0,ALLOW
TXN_003064,0,1,0,0,0,0,0,20,98,98,42,49,62,2,BLOCK
TXN_003065,0,1,0,0,0,1,0,30,97,97,29,51,65,2,BLOCK
TXN_003066,0,0,0,0,0,0,0,0,1,99,5,21,6,0,ALLOW
TXN_003067,0,0,0,0,0,0,0,0,0,100,5,20,5,0,ALLOW
TXN_003068,0,0,0,0,0,0,0,0,1,99,6,15,4,0,ALLOW
TXN_003069,0,0,0,0,0,0,0,0,1,99,4,11,3,0,ALLOW
TXN_003070,0,0,0,0,0,0,0,0,1,99,6,25,7,0,ALLOW
TXN_003071,0,0,0,0,0,0,0,0,0,100,6,25,6,0,ALLOW
TXN_003072,0,0,0,0,0,0,0,0,7,93,11,43,14,0,ALLOW
TXN_003073,0,0,0,0,0,0,0,0,0,100,1,4,1,0,ALLOW
TXN_003074,0,1,0,0,0,0,0,20,13,87,2,24,18,1,WARN
TXN_003075,0,0,0,0,0,0,0,0,0,100,3,8,2,0,ALLOW
TXN_003076,0,1,0,0,0,0,0,20,8,92,1,41,20,1,WARN
TXN_003077,0,0,0,0,0,0,0,0,0,100,0,5,1,0,ALLOW
TXN_003078,0,0,0,0,0,0,0,0,0,100,2,12,3,0,ALLOW
TXN_003079,0,0,0,0,0,0,0,0,1,99,2,21,6,0,ALLOW
TXN_003080,0,0,0,0,0,0,0,0,3,97,1,38,11,0,ALLOW
TXN_003081,0,0,0,0,0,0,0,0,0,100,0,4,1,0,ALLOW
TXN_003082,0,0,1,1,0,0,1,45,100,100,100,100,96,3,LOCK
TXN_003083,0,0,0,0,0,0,0,0,0,100,5,11,3,0,ALLOW
TXN_003084,0,0,0,0,0,0,0,0,1,99,4,8,2,0,ALLOW
TXN_003085,0,0,0,0,0,0,0,0,1,99,7,18,5,0,ALLOW
TXN_003086,0,0,1,1,0,1,1,55,100,100,37,69,79,2,BLOCK
TXN_003087,0,0,0,0,0,0,0,0,12,88,5,15,9,0,ALLOW
TXN_003088,0,0,0,0,0,0,0,0,0,100,5,57,14,0,ALLOW
TXN_003089,0,0,0,0,0,0,0,0,1,99,9,22,6,0,ALLOW
TXN_003090,0,0,1,1,0,1,0,45,91,91,18,71,72,2,BLOCK
TXN_003091,0,0,0,0,0,0,0,0,96,96,35,59,58,2,BLOCK
TXN_003092,0,0,0,0,0,0,0,0,0,100,6,10,2,0,ALLOW
TXN_003093,0,0,0,0,0,0,0,0,3,97,4,13,5,0,ALLOW
TXN_003094,0,0,0,0,0,0,0,0,1,99,0,9,3,0,ALLOW
TXN_003095,0,0,0,0,0,0,0,0,0,100,6,16,4,0,ALLOW
TXN_003096,1,0,1,0,0,1,0,60,100,100,100,97,100,3,LOCK
TXN_003097,0,0,0,0,0,0,0,0,0,100,6,19,5,0,ALLOW
TXN_003098,1,0,1,1,0,1,0,75,100,100,49,88,100,3,LOCK
TXN_003099,0,0,0,0,0,0,0,0,0,100,1,5,1,0,ALLOW
TXN_003100,0,0,0,0,0,0,0,0,0,100,2,10,2,0,ALLOW
TXN_003101,0,0,0,1,0,1,0,25,96,96,21,66,67,2,BLOCK
TXN_003102,0,0,0,0,0,0,0,0,34,66,8,60,28,0,ALLOW
TXN_003103,0,0,0,0,0,0,0,0,0,100,3,17,4,0,ALLOW
TXN_003104,0,0,0,0,0,0,0,0,95,95,23,40,53,2,BLOCK
TXN_003105,0,1,0,0,0,0,0,20,99,99,94,58,82,2,BLOCK
TXN_003106,0,0,0,0,0,0,0,0,1,99,11,13,4,0,ALLOW
TXN_003107,0,0,0,0,0,0,0,0,0,100,3,16,4,0,ALLOW
TXN_003108,0,0,0,0,0,0,0,0,4,96,8,55,16,0,ALLOW
TXN_003109,0,0,0,0,0,0,0,0,99,99,20,74,63,2,BLOCK
TXN_003110,0,0,0,0,0,0,0,0,0,100,2,4,1,0,ALLOW
TXN_003111,0,0,0,0,0,0,0,0,0,100,1,5,1,0,ALLOW
TXN_003112,0,0,0,0,0,0,0,0,0,100,2,8,2,0,ALLOW
TXN_003113,0,0,0,0,0,0,0,0,0,100,7,35,9,0,ALLOW
TXN_003114,0,0,0,0,0,0,0,0,0,100,2,7,2,0,ALLOW
TXN_003115,0,0,0,0,0,0,0,0,26,74,5,51,23,0,ALLOW
TXN_003116,0,0,0,0,0,0,0,0,0,100,1,4,1,0,ALLOW
TXN_003117,0,0,0,0,0,0,0,0,0,100,1,3,1,0,ALLOW
TXN_003118,0,0,0,0,0,0,0,0,1,99,1,13,4,0,ALLOW
TXN_003119,0,0,0,0,0,0,0,0,0,100,5,14,4,0,ALLOW
TXN_003120,0,0,0,0,0,0,0,0,0,100,2,8,2,0,ALLOW
TXN_003121,0,0,0,0,0,0,0,0,0,100,9,31,8,0,ALLOW
TXN_003122,0,0,0,0,0,0,0,0,0,100,4,9,2,0,ALLOW
TXN_003123,0,0,0,0,0,0,0,0,0,100,2,11,3,0,ALLOW
TXN_003124,0,0,0,0,0,0,0,0,0,100,3,24,6,0,ALLOW
TXN_003125,0,0,0,0,0,0,0,0,0,100,7,37,9,0,ALLOW
TXN_003126,0,0,0,0,0,0,0,0,0,100,6,11,3,0,ALLOW
TXN_003127,0,0,0,0,0,0,0,0,4,96,9,13,5,0,ALLOW
TXN_003128,0,1,0,0,0,0,0,20,2,98,6,31,15,1,WARN
TXN_003129,0,0,0,0,0,0,0,0,2,98,6,19,6,0,ALLOW
TXN_003130,0,0,0,0,0,0,0,0,1,99,7,22,6,0,ALLOW
TXN_003131,0,1,0,0,0,0,0,20,98,98,31,54,64,2,BLOCK
TXN_003132,0,0,0,0,0,0,0,0,0,100,5,19,5,0,ALLOW
TXN_003133,0,0,0,0,0,0,0,0,2,98,4,44,12,0,ALLOW
TXN_003134,0,0,0,0,0,0,0,0,31,69,2,45,23,0,ALLOW
TXN_003135,0,0,0,0,0,0,0,0,0,100,4,9,2,0,ALLOW
TXN_003136,1,1,0,1,0,1,1,85,99,99,100,100,100,3,LOCK
TXN_003137,0,0,0,0,0,0,0,0,0,100,4,16,4,0,ALLOW
TXN_003138,0,0,0,0,0,0,0,0,0,100,3,26,6,0,ALLOW
TXN_003139,0,0,0,0,0,0,0,0,2,98,6,18,5,0,ALLOW
TXN_003140,0,0,0,0,0,0,0,0,11,89,6,55,19,0,ALLOW
TXN_003141,0,0,0,0,0,0,0,0,14,86,6,26,13,0,ALLOW
TXN_003142,0,0,0,0,0,0,0,0,0,100,7,16,4,0,ALLOW
TXN_003143,0,0,0,0,0,0,0,0,18,82,6,53,21,0,ALLOW
TXN_003144,0,0,0,0,0,0,0,0,0,100,3,11,3,0,ALLOW
TXN_003145,0,0,0,0,0,0,0,0,42,58,7,65,32,1,WARN
TXN_003146,0,0,0,0,0,0,0,0,1,99,2,27,7,0,ALLOW
TXN_003147,0,0,0,0,0,0,0,0,3,97,5,25,8,0,ALLOW
